,company_name,job_summary,job_title,City,State
30,Remedy Partners,"4+ year’s professional experience as a data scientist or machine learning engineer. Utilize raw or aggregated data to build predictive models in SPARK, sql, or…",Data Scientist,New York, NY
31,Well,"Demonstrated experience using Python for data analysis and machine learning (numpy, pandas, scikit-learn, xgboost, spacy, pytorch, stan/pymc3, etc.).",Data Scientist / Machine Learning Engineer,New York, NY
32,Simon Data,"Python or Java, not R or Matlab). We don't believe in theory-crafting models before we have collected the data that will power them, as well as built out the…",Data Scientist,New York, NY
33,Citizen,"Distilling questions, wrangling data, and driving decisions with data analytics. Work with Engineering to evangelize data best practices and implement data…",Data Scientist,New York, NY
34,Uber,"Familiarity with technical tools for analysis - Python (with Pandas, etc.), R, SQL, etc. Research, data science modeling, or engineering experience.",2020 PhD Data Scientist Internship - Uber Eats (New York),New York, NY
35,Spotify,"Spotify is seeking an exceptional Data Scientist to join its Licensing Finance team. Minimum 3 (5+ preferred) years of relevant experience, particularly in…","Data Scientist, Licensing Finance",New York, NY
36,Warner Music Group,"Tableau, Pandas, Jupyter Notebook, and AWS experience. An understanding of ETL processes and data engineering skills. A little bit about our team:",A&R Research Analyst Assistant,New York, NY
37,Spotify,You’re capable of mentoring more junior data scientist to set them up for success. Coding skills (such as Python). Work from our offices in New York.,"Senior Data Scientist, Growth Insights",New York, NY
38,Building Service 32BJ Benefit Funds,"Demonstrated mastery with Python and its data science ecosystem; Python, Anaconda stack (Jupyter Notebook, NumPy, Pandas, MatPlotLib/Bokeh, SciPy, Scikit-Learn)…",Data Engineer,New York, NY
39,Thasos Group,"Winner – “Best Alternative Data Provider, 2018” Inside Market Data. The Data Technician role is an entry-level position suitable for someone looking to break…",Data Technician (Full- or Part-Time),New York, NY
40,OpenX,We're looking for a Senior Data Scientist who: OpenX is seeking a Data Scientist to be responsible for executing critical R&D projects on a petabyte-scale…,Data Scientist II,New York, NY
41,Lyons Hathaway,"Have full stack experience in data collection, aggregation, analysis, visualization, productization, and monitoring of data science products.",Data Scientist,New York, NY
42,Spotify,We are looking for a Senior Data Scientist to join the Customer Support Product Insights team in our Premium Mission.,Senior Data Scientist – Customer Support Experience,New York, NY
43,Albert Einstein College of Medicine,Will work routinely and extensively with data analysis packages such as Pandas and scikit-learn. The Data Scientist will utilize their skills and competencies…,Data Scientist,Bronx, NY
44,Facebook,"Leverage data and business principles to solve large-scale web, mobile and data infrastructure problems. Python, R, Java, or C++).","Data Scientist, Infrastructure",New York, NY
45,Spotify,You have experience working with financial data and/or performing data reconciliations and quality assurance testing. Big Query / Google Cloud Platform.,"Data Analyst, Royalties and Accounting",New York, NY
46,HVH Precision Analytics,"Develop software solutions using Python, and/or R. Apply data mining and machine learning techniques and models to extract analytic insights from healthcare and…",Senior Data Scientist,New York, NY
47,Google,"10 years of relevant experience in data analysis or related field as a Statistician, Data Scientist, Computational Biologist, or Bioinformatician.",Data Scientist Technical Lead,New York, NY
48,Eyeview,"Python or R along with experience in the various machine learning, scientific computing, and data visualization libraries (numpy, scipy, sklearn, pandas,…",Data Scientist,New York, NY
49,PwC,"Python (Numpy, Pandas, etc.), Spark, cloud-based solutions such as GCP DataFlow; We work with a variety of data mediums including text, audio, imagery, sensory,…",AI Data Scientist / Data Engineer - Experienced Associate,New York, NY
50,Northeast Information Discovery,"Experience with SciPy, NumPY and Pandas python packages. Identify data needs, helping procure or generate data, curating and preparing data for training models.",Data Scientist Senior,Canastota, NY
51,WeWork,"C/C++, C#, Java, Python, R, SAS, MATLAB, Pandas. We are seeking a Senior Data Scientist to join our People Analytics Team. 5+ years of relevant work experience.",Senior Data Scientist,New York, NY
52,Weber Shandwick,"2-5 years data science experience in Python, Apache Spark, Tensorflow, Scikit-learn, pandas. As a data scientist at Bomoda, you would be directly involved with…",Data Scientist - Bomoda,New York, NY
53,HS Technologies,"Python, Numpy, Pandas, Sklearn, PyTorch, Tensorflow, R, SQL, Spark, SparkStreaming, HDFS, Hbase, Kafka. We are developing a system to reduce data pre-processing…",Head of Quantitative Research,New York, NY
54,NS1,"Data pipelining, ETL, data cleaning. The data sets are internet-scale (true big data). Jupyter Notebooks, Numpy, Pandas, Sklearn, or other relevant data science…",Data Scientist,New York, NY
55,Feather,Some Data Engineering experience or knowledge of ETL process preferred. Create a foundation for a data team and build the team over time by developing KPIs for…,Senior Data Scientist,New York, NY
56,SmartAsset,"We're looking for a data scientist who can help take our marketing to cutting-edge levels of data sophistication. Strong communication (oral, written) skills.",Marketing Data Scientist,New York, NY
57,Amplicare,"2+ years experience working with data science tools, such as Pandas, NumPy, MatLab, Jupyter Notebooks. 2+ years experience working with larger data sets (> 1TB)…",Senior Data Scientist,New York, NY
58,"Remedy BPCI Partners, LLC.","7+ year’s professional experience as a data scientist or machine learning engineer. Utilize raw or aggregated data to build predictive models in SPARK, sql, or…",Senior Data Scientist,New York, NY
59,EY,"Experience with common data science programming languages, such as Python R. We are looking for an ambitious, self-motivated data scientist or data engineer who…",Tax Staff – National Tax – Tax Technology and Transformation (TTT) – Data Scientist – Advanced Technologies - New York,New York, NY
60,Well,"Demonstrated experience using Python for data analysis and machine learning (numpy, pandas, scikit-learn, xgboost, spacy, pytorch, stan/pymc3, etc.).",Senior Data Scientist / Senior Machine Learning Engineer,New York, NY
61,American Express,"Firm grip of Python environment and libraries (scikit, nltk, pandas and numpy). Excellent data presentation and visualization skills. Oct 17, 2019, 1:05:39 AM.",Machine Learning Engineer,New York, NY
62,"Marsh & McLennan Companies, Inc.","As a Data Scientist, you will be: Pandas, Scikit-Learn, Matplotlib, TensorFlow, Jupyter and other Python data tools - Spark, HDFS, Kafka and other high volume…",Senior Data Scientist,New York, NY
63,Spotify,You have experience working with financial data including performing data reconciliations and quality assurance testing. Big Query / Google Cloud Platform.,"Data Analytics Manager, Royalties and Accounting",New York, NY
64,Well,"Demonstrated experience using Python for building statistical models with a focus on causal inference and Bayesian methods (stan, pymc3, numpy, pandas, scikit…",Senior Data Scientist (Statistical Modeling/Population Health),New York, NY
