Unnamed: 0,company_name,job_summary,job_title,City,State,title,state1,region
93,Tempus,"You'll work with clinical data experts, engineers, data scientists, and informatics analysts to process and standardize data for use in a variety of…",Informatics Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
94,UL LLC,"Architect/design data management processes and capabilities (e.g governance, archiving, metadata, master data mgmt., data modeling, data quality).",Data Engineer (Data Science),Chicago, IL,Data Engineer,Illinois,Midwest
95,Allstate,Improving data governance and quality increasing the reliability of our data.360 Finance Advanced Analytics data engineering team works with multiple internal…,Senior Big Data Engineer,Northbrook, IL,Data Engineer,Illinois,Midwest
96,American Medical Association,Lead Data Engineer - Data Labs.Architect data platform(s) capable of continually integrating new sources and refining curated data sets.,Lead Data Engineer - Data Labs,Chicago, IL,Data Engineer,Illinois,Midwest
97,Discover Financial Services,This role will be working to create and enhance data solutions enabling seamless integration and flow of data across our data ecosystem which includes AWS.,Senior Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
98,KPMG,"Hadoop, HIVE, HBase, Spark, Kafka, Snowflake, Python, R, SQL, Java, Scala, Zeppelin, RStudio, Spark RDDs and Data Frames, machine learning algorithms, Ambari,…","Sr. Associate, Big Data Engineer",Chicago, IL,Data Engineer,Illinois,Midwest
99,Publicis Sapient,"This is a senior data engineer within our North American team.Experience architecting and building data warehouses, customer profile databases, data marts, etc…","Manager, Data Engineering",Chicago, IL,Data Engineer,Illinois,Midwest
100,Allstate,"Using Sqoop, SQL, Hadoop stack, Spark, and other Big Data technologies to create an end-to-end ETL and Data Mining pipelines gathering inputs from disparate…",Application Software Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
101,CDW,Establish the core data foundation and common data lake to enable data driven decisions.10+ years of relevant work experience as a Data Engineer.,"Manager, Data Engineering",Lincolnshire, IL,Data Engineer,Illinois,Midwest
102,The Boston Consulting Group,"BCG Omnia - ETL Data Engineer.2-3 years ETL / Data Engineering experience.As a ETL Data Engineer joining our Chicago-based BCG Omnia team, you will be…",BCG Omnia - ETL Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
103,Wavicle Data Solutions LLC,"Experience in consuming data from FTP endpoints, third party APIs and other disparate data sources to build a data lake.GOOD TO HAVE SKILLS Talend.",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
104,Wavicle Data Solutions LLC,"Experience in consuming data from FTP endpoints, third party APIs and other disparate data sources to build a data lake.Big Data Technologies and Talend:",Senior Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
105,MSRCOSMOS LLC,Data Engineering organization is responsible for driving data driven insights & innovation to support the data needs for commercial and operational projects…,Sr. Big Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
106,Abbott Laboratories,"Manage data sources, organize data and create data assets using identified open source or proprietary tools.Use data engineering techniques to design and build…",Senior Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
107,Amsted Industries,"Partner with Data Engineer to design and build new data set processes for modeling, data mining, and production purposes.",DATA SCIENTIST,Granite City, IL,Data Engineer,Illinois,Midwest
108,Oath Inc,"Backend Data Engineer Job Description.We're looking for world-class, fun-loving engineers to join our team in Champaign, Illinois where you will have the…",Software Dev Engineer I,Champaign, IL,Data Engineer,Illinois,Midwest
109,Numerator,"Hands on experience reading/writing code as Data Engineer, Technical Data Analyst, or Data Scientist.Create and manage processes to deliver high-quality data…",Senior Technical Analyst,Chicago, IL,Data Engineer,Illinois,Midwest
110,Discover Financial Services,Provide support for deployed data applications and analytical models by being a trusted advisor to Data Scientists and other data consumers by identifying data…,Lead Data Engineer,Riverwoods, IL,Data Engineer,Illinois,Midwest
111,Accenture,"Data Governance, Data Quality, MDM, Lineage, Data Catalog etc.At least 5 years of experience in developing data ingestion, data processing and analytical…",Azure Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
112,Advantech,Product Mgt) and other Data Engineering personnel to understand department-level data requirements for the DP • Design Data Pipelines:,Python Data Engineer,Buffalo Grove, IL,Data Engineer,Illinois,Midwest
113,Accenture,"Minimum 2+ years of experience in designing, implementing large scale data pipelines for data curation and analysis, operating in production environments using…",Data Engineer Midwest,Chicago, IL,Data Engineer,Illinois,Midwest
114,Lake County IL,"The Data Engineer works with the business’s software engineers, data analyst teams, data scientists, and data warehouse engineers to understand and aid in the…",Data Engineer - Information Technology,Waukegan, IL,Data Engineer,Illinois,Midwest
115,Request Technology,5+ years of experience as a Data Architect/Data Engineer.Familiarity with Python for data analysis is a plus.Familiarity with data visualization tools (e.g.,Data Architect (Senior Role),Chicago, IL,Data Engineer,Illinois,Midwest
116,Integral Ad Science,Building data pipelines and data stores optimized for data science needs.Building tools for use across the Data Science and Data Engineering teams.,Big Data Engineer-Data Warehouse,Chicago, IL,Data Engineer,Illinois,Midwest
117,AbbVie,"Big data, master data, data profiling, batch processing, and data indexing technologies, ).Experience with Informatica tools (PowerCenter, Big Data Management,…",Data Engineer,Lake County, IL,Data Engineer,Illinois,Midwest
118,Huron Consulting Group Inc.,"You must demonstrate an understanding of data integration best practices, and expertise in data integration, data transformation, data modeling and data…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
119,KeHE Distributors,"Conceptual, analytical thinker, with a real passion for data exploration and design.Exposure to business intelligence which includes Databases, ETL, Machine…",Data Engineer Intern,Naperville, IL,Data Engineer,Illinois,Midwest
120,"Insight Enterprises, Inc.",10+ years of experience as a Data Engineer with hands on solution development.Azure Data Lake and Azure Data Lake Analytics.Services Manager – Data and AI.,Services Manager Data/AI,Chicago, IL,Data Engineer,Illinois,Midwest
121,Strike Social,"The Data Engineer will support our data scientists with both existing and net new projects, ensuring that data delivery is consistent and optimized.",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
122,VillageMD,Built and implemented a data profiling tool to reverse engineer data schemas from new data sources facilitating normalization of the data into our data model.,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
123,SPR,"You must demonstrate an understanding of data integration best practices, and expertise in data integration, data transformation, data modeling and data…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
124,Change Healthcare,"Database, data warehouse, data lake).Maintain current knowledge of Change Healthcare’s data sources and assist in the development of data structures (e.g.",Big Data Engineer,Lombard, IL,Data Engineer,Illinois,Midwest
125,Levy,"We're looking for a hands-on, collaborative Senior Data Engineer to join our Data Engineering team.3+ years in an ETL or Data Engineering role, building and…",Senior Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
126,Slalom Consulting,"The Data & Analytics practice at Slalom is a full-service data practice with competencies across information strategy, modern data architecture, data…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
127,Wintrust Financial Corporation,"Assist with data governance initiatives including data quality, and other data stewardship activities.Experience with Data Analytics using scripting languages…",Advanced Data Engineer,Rosemont, IL,Data Engineer,Illinois,Midwest
128,JLL,"Experience handling un-structured data, working in a data lake environment, leveraging data streaming and developing data pipelines driven by events/queues.",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
129,Cars.com,"2-5 year experience as a data engineer designing and supporting data pipelines.Experience with big data tools, data pipelines, databases, cloud services, and…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
130,Deloitte,"As a Service Delivery Data Engineer, you’ll manage the delivery of customer experience & marketing data solutions for our clients.Deloitte is led by a purpose:",Service Delivery Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
131,Platinum Group,"Python, Docker, and data warehouse expertise.Looking for a talented Data Engineer with a strong background with Python and SQL to implement and maintain ETL…",Data Engineer - SQL / Python,Chicago, IL,Data Engineer,Illinois,Midwest
132,Cramer-Krasselt,The Data Engineer will partner with data scientists and analysts to develop data pipelines and data services that address agency needs.,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
133,CITADEL ENTERPRISE EUROPE LIMITED,"Data Engineers architect and build our data platforms which drive how we source, enrich, and store data that integrates into the investment process.",NXT – Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
134,Capgemini,Senior Data Engineer to be part of our scrum teams and perform functional system development for Hadoop applications for our Enterprise Data Lake initiative…,Ab Initio with Hadoop Developer,Illinois,,Data Engineer,Illinois,Midwest
135,Arrive,We’re looking for an experienced Data Engineer to help us grow our data infrastructure and platform.Data Engineers not only build and optimize data pipelines…,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
136,Pluralsight,"Data Governance, Data Quality, MDM, Lineage, Data Catalog etc.Data management, data processing and curation:Knowledge of data management fundamentals and data…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
137,The Boston Consulting Group,"Fluency in SQL, Python a must.The BCG GAMMA team is comprised of world-class data engineers, data scientists and business consultants who specialize in the use…",Data Engineer - GAMMA,Chicago, IL,Data Engineer,Illinois,Midwest
138,Accenture,"Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…",Google Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
139,ActiveCampaign,Script scheduled data manipulation (excellent python).We are currently seeking a creative Data Engineer to join our Data Science team.,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
140,"Ventas, Inc.",5+ years of experience as a Data Architect/Data Engineer.Familiarity with Python for data analysis is a plus.Familiarity with data visualization tools (e.g.,Data Architect,Chicago, IL,Data Engineer,Illinois,Midwest
141,"Lillibridge Healthcare Services, Inc.",5+ years of experience as a Data Architect/Data Engineer.Familiarity with Python for data analysis is a plus.Familiarity with data visualization tools (e.g.,Data Architect,Chicago, IL,Data Engineer,Illinois,Midwest
142,Group O,"R, C++ or Python (preferred).Group O is seeking a strong candidate with advanced analytics experience to fill an exciting Data Engineer role for an AI partner…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
143,"Groupon, Inc.",You will automate data processing and onboard data producers to our data lake.We are looking for a software engineer to join our Data Platform team to support…,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
144,Capital One - US,"Engineer capabilities and pipelines for big data ,machine learning solutions and running high-end data analytics.Someone who is not intimidated by challenges;",Senior Data Engineer,Rolling Meadows, IL,Data Engineer,Illinois,Midwest
145,Riverside Insights,"Review technology trends, monitor data standards/technologies and ensure that our technology strategy aligns with the business strategy.",Senior Cloud Engineer/Architect,Itasca, IL,Data Engineer,Illinois,Midwest
146,Cars.com,The Big Data and Machine Learning team at Cars.com is responsible for building big data pipelines and deriving insights out of the data using advanced analytic…,Big Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
147,UNITED STATES SOCCER FEDERATION 1,The Data Engineer will be responsible for assisting in managing the interchange of data between transactional systems and analytical applications.,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
148,rMark Bio,"RMark Bio, is searching for an experienced Data Engineer to work within an agile team of data scientists, software architects and developers to implement and…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
149,Discover Financial Services,Provide support for deployed data applications by being a trusted advisor to Data Scientists and other data consumers by identifying data problems and guiding…,Principal Cloud Data Engineer,Riverwoods, IL,Data Engineer,Illinois,Midwest
150,Teza Technologies,"Enhance existing data infrastructure and services:Teza Technologies is looking for a data engineer to join our core services technology team, this role can be…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
151,Deloitte,"Producing high-quality code in Python.Design and implements data tools for analytics and data scientist team members to help them in building, optimizing and…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
152,Maven Wave Partners,"We are looking for a skilled Cloud Data Engineer to design, build, and test data ingestion and ETL programs with a strong focus on performance and data quality…",Cloud Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
153,Deloitte,Are you a talented software engineer with outstanding Python skills?Producing high quality code in Python.Design and implements data tools for analytics and…,Senior Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
154,SIRVA,"Strong ability to design, build and manage data pipelines for data structures encompassing data transformation, data models, schemas, metadata and workload…",Data Engineer,Oakbrook Terrace, IL,Data Engineer,Illinois,Midwest
155,"IMO - Intelligent Medical Objects, Inc.","Join our growing Data Engineering department as a Data Engineer 2 (Data Scientist) to help design, create, and support high quality solutions that support 85+%…",Sr. Data Scientist,Rosemont, IL,Data Engineer,Illinois,Midwest
156,Riskonnect Inc,Experience in the development of batch and real-time data integration and data consolidation processes.Develop strategy for new multi-platform-sourced data…,Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
157,ActiveCampaign,We are currently seeking a Senior Data Engineer to join our Data Science team.Maintain and scale our data pipeline.What your day could consist of:,Senior Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
158,Shirley Ryan Ability Lab,"Analyzes data and generates reports that ensure data integrity by applying statistical and data science methods.FRWin, SQL, Oracle, Excel, etc.).","Data Analyst - ENTERPRISE DATA ANALYTICS, Full-time",Chicago, IL,Data Engineer,Illinois,Midwest
159,"SMS Assist, LLC","The Big Data Engineer is responsible for building scalable data platforms, and large-scale processing systems that enable advanced analytics and support data…","Big Data Engineer, Senior",Chicago, IL,Data Engineer,Illinois,Midwest
160,Strong Analytics,"This role requires high-level Python programming, high-level SQL, experience deploying applications to AWS, and experience in distributed data processing (e.g.,…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
161,Citadel Securities,"A deep passion for working with data and developing software to address data processing challenges.Proficiency with multiple data platforms including RDBMS,…",Data Engineer,Chicago, IL,Data Engineer,Illinois,Midwest
162,Clarity Insights,"Our engagements typically target a variety of use cases across data engineering, data science, data governance, and visualization.",Big Data Engineer - Senior Consultant,Chicago, IL,Data Engineer,Illinois,Midwest
163,Clarity Insights,"Our engagements typically target a variety of use cases across data engineering, data science, data governance, and visualization.","Data Engineer - Senior Consultant (Spark) - Chicago, IL",Chicago, IL,Data Engineer,Illinois,Midwest
0,Antuit,"Experience in working with cloud Big Data Stack to orchestrate data gathering, cleansing, data preparation, and modeling.Lead, mentor and coach team members.",Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
1,SAIC,Junior Data Scientist works in cross-functional teams with data at all stages of the analysis lifecycle to derive actionable insight.,Junior Data Scientist,O'Fallon, IL,Data Scientist,Illinois,Midwest
2,SAIC,Senior Data Scientist works in cross-functional teams with data at all stages of the analysis lifecycle to derive actionable insight.,Senior Data Scientist,O'Fallon, IL,Data Scientist,Illinois,Midwest
3,Numerator,"For data science boot camp graduates, 2+ years of experience as a data scientist post-graduation.3+ years of industry experience as a data scientist (or…",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
4,Evolent Health,"Experience with Big Data Technologies (Hadoop, Spark).Leverage our broad data resources to determine actionable opportunities to design and build solutions.",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
5,5thColumn,Job Title: Senior Data Scientist.The Data Scientist / Data Analyst role will be directly responsible for the successful support and operations of our customer…,Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
6,SpotHero,"Above average programming skills in Python and/or R (including Pandas, Scikit-Learn, NumPy, Matplotlib/Seaborn/some other visualization tool).",Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
7,Deloitte,"As a Senior Data Scientist, you will be tasked with solving data problems end to end.Running experiments and extracting the necessary data.",Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
8,Relayr,Currently we are seeking a Data Scientist to join our team and be based in our Chicago office.Perform ad-hoc data analysis and present results.,Data Scientist - IoT (Chicago),Chicago, IL,Data Scientist,Illinois,Midwest
9,"Flexera Software, Inc.","Determining the correct data sets and variables to use from multiple data sources.Programming languages like R, Python and SQL.",Data Scientist,Itasca, IL,Data Scientist,Illinois,Midwest
10,"Prenosis, Inc.","Proficient in Python, R, and SQL.Experience with the following: Pandas, NumPy, SciPy, Scikit-learn.Design and prototype novel data visualization and analysis…","Data Scientist, Applied Machine Learning",Chicago, IL,Data Scientist,Illinois,Midwest
11,Northrop Grumman,"Experience using statistical computer languages (Minitab, Tableau, Python, SQL, etc.) to manipulate data and draw insights from large data sets.",Data Scientist/Principal Data Scientist,Rolling Meadows, IL,Data Scientist,Illinois,Midwest
12,Precima,About the Opportunity The Sr. Data Scientist will provide process execution leadership to support client projects.Alliance Data participates in E-Verify.,Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
13,XLFN Consulting,"We are looking for a Data Scientist, BI Developer, or Data Engineer with strong skills in integration of complex and interactive visualizations/analytic…","Data Scientist / BI Developer (REMOTE) - Python, R, SAS",United States,,Data Scientist,Illinois,Midwest
14,Allstate,The Risk Analytics Data Scientist is responsible for aligning with and contributing to corporate objectives by identifying and developing growth and…,Risk Analytics Data Scientist,Northbrook, IL,Data Scientist,Illinois,Midwest
15,Tredence,"You will also support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery…",Big Data Engineer,Chicago, IL,Data Scientist,Illinois,Midwest
16,Grainger,Ability to mine and explore data to derive insights and business value from data.Participate in end to end data science project lifecycle – data mining and…,Sr Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
17,RADcube,"With software such as Python, or any combination of education and experience.Responsible for the development and implementation of.",IT Specialist,Chicago, IL,Data Scientist,Illinois,Midwest
18,Bank of America,"Familiarity with different data analytics IDEs.As a Data Scientist, you will be using your analytical mindset and collaboration skills to support and improve…",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
19,Claire's,"In the role of Senior Retail Analyst/Junior Data Scientist, you’ll be supporting the executive team’s strategic decisions around promotions, space planning,…",Senior Retail Analyst/Jr. Data Scientist,Hoffman Estates, IL,Data Scientist,Illinois,Midwest
20,Kemper,"Ability to work with various data formats – from delimited text files to ODBC connections, data frames and relational databases.",Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
21,Group O,Experience leading end-to-end data science project implementation.Group O is seeking a strong candidate with the ability to design machine learning projects to…,Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
22,Home Partners of America Inc,"All Data Scientist professionals can expect to be writing code and scripting using Python, working cross- functionally with the Data Engineers and Software…",Data Scientist Manager,Chicago, IL,Data Scientist,Illinois,Midwest
23,Logistics Management Institute,The qualified applicant will assist the USTRANSCOM Senior Data Scientist in transforming the enterprise advanced analytic approaches and data management.,Data Scientist (Secret Clearance),Scott AFB, IL,Data Scientist,Illinois,Midwest
24,Mars,"Experience using internal shipment and other financial data and key external third-party data sources including Nielsen/ IRI/ Storeviews, Kantar, Homescan Panel…",Senior Data Scientist - Procurement Team,Chicago, IL,Data Scientist,Illinois,Midwest
25,Antuit,"Experience in working with cloud Big Data Stack to orchestrate data gathering, cleansing, data preparation, and modeling;Mentor and coach team members.",Senior Managing Consultant - Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
26,Precima,About the Opportunity The Sr. Data Scientist will provide process execution leadership to support client projects.Alliance Data participates in E-Verify.,Sr. Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
27,ProLink Staffing,"Data scientist: 1 year (Preferred).1+ years in data infrastructures and data hierarchies.As the Data Scientist, you will be responsible for identifying trends…",Manufacturing Data Scientist,Lake Forest, IL,Data Scientist,Illinois,Midwest
28,Great Lakes Coca-Cola Bottling,The Business Execution Data Scientist will be responsible for unlocking topline growth by driving improved and consistent retail execution.,Data Scientist - GLCC,Niles, IL,Data Scientist,Illinois,Midwest
29,AbbVie,"For large enterprise datasets, the data engineer is responsible for curating content to support key business initiatives, working primarily with data scientist…",Hadoop Architect/Engineer,Lake County, IL,Data Scientist,Illinois,Midwest
30,KPMG,"Build ingestion processes to prepare, extract, and annotate a rich data variety of unstructured data sources (social media, news, internal/external documents,…","Sr. Associate, AI Engineer",Chicago, IL,Data Scientist,Illinois,Midwest
31,Oak Street Health,"Excellent command of data science libraries in R, Python, or Julia.This role will advance the organization’s data science capabilities by building new…",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
32,Home Partners of America Inc,"The Junior Associate can expect to be writing code and scripting on a daily basis using Python, working cross-functionally with the Data Engineers and Software…",Data Scientist - Junior Associate,Chicago, IL,Data Scientist,Illinois,Midwest
33,IPG Mediabrands,WE ARE SEEKING A DATA SCIENTIST AS PART OF OUR QUANTITATIVE ENGINEERING TEAM.Use big data solutions to interact with various internal and external API’s and…,Kinesso- Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
34,Great Lakes Coca-Cola Bottling,The Business Execution Data Scientist will be responsible for unlocking topline growth by driving improved and consistent retail execution.,Data Scientist - GLCC,Niles, IL,Data Scientist,Illinois,Midwest
35,D Cube Analytics,"Job Title : Chief Data Scientist.Position Name : Chief Data Scientist.Utilize computer programming skills in SQL, SAS, R or Python for data mining and…",Chief Data Scientist,Schaumburg, IL,Data Scientist,Illinois,Midwest
36,Civis Analytics,We will help you grow your skills by pairing you with a data scientist mentor from our team.Experience working with imperfect data.What we are looking for.,"Product Data Scientist, Internship",Chicago, IL,Data Scientist,Illinois,Midwest
37,Motorola Solutions,"The Data Scientist is responsible for producing actionable insights by analyzing company data.Use R, Python, AWS, Data Mining, SQL languages.",IT Data Scientist 2020 Internship,Chicago, IL,Data Scientist,Illinois,Midwest
38,Paylocity,Leverage cutting edge big data technologies on AWS and Microsoft Azure.Demonstrated ability to leverage data science to drive business results.,Data Scientist Intern - Summer 2020,Schaumburg, IL,Data Scientist,Illinois,Midwest
39,Allstate,"Uses and learns a wide variety of tools and languages to achieve results (e.g., Python, Spark, data lakes, in-memory databases).Degree in a quantitative field.",Arity- Sr Data Scientist - Geospatial,Chicago, IL,Data Scientist,Illinois,Midwest
40,CVS Health,"The successful Data Scientist will translate business needs into analytic questions; design and conduct rigorous analyses of clinical, financial, customer, and…",Data Scientist,Northbrook, IL,Data Scientist,Illinois,Midwest
41,Harnham US,"Data Scientist - FAST MOVING team in BRAND NAME COMPANY.As the Data Scientist, you will be required to:The successful Data Scientist will likely have the…",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
42,CVS Health,"The successful Data Scientist will translate business needs into analytic questions; design and conduct rigorous analyses of clinical, financial, customer, and…",PBM Data Scientist,Northbrook, IL,Data Scientist,Illinois,Midwest
43,Td Ameritrade,"Experience in data profiling, data mining, data cleaning, feature engineering and predictive analytics.Understanding of enterprise data warehouses and related…",Lead Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
44,SAP,"As an SAP Fieldglass Data Scientist, you will help draw insights from one of the biggest Contingent Workforce Procurement data stores in the world.",SAP Fieldglass - Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
45,"SMS Assist, LLC",Experience with data visualization tools and presenting data to stakeholders.Experience working with and creating data architectures.,Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
46,TD Ameritrade,"Experience in data profiling, data mining, data cleaning, feature engineering and predictive analytics.Understanding of enterprise data warehouses and related…",Lead Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
47,KPMG,"Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…","Senior Associate, Data Scientist, Machine Learning",Chicago, IL,Data Scientist,Illinois,Midwest
48,Clearcover,"Fluent in Python for data extraction, machine learning, data analysis, reporting, and application development.What's in it for you?",Machine Learning Engineer,Chicago, IL,Data Scientist,Illinois,Midwest
49,Microsoft,"Presentation skills with a high degree of comfort with both large and small audiences (Senior Executives, IT management, Database administrators and Data…",Cloud Solution Architect,Chicago, IL,Data Scientist,Illinois,Midwest
50,Univar Solutions,Working with data engineers on incorporating data from external sources which would complement internal data.Working closely with data management colleagues to…,Data Scientist - Advanced Analytics,Downers Grove, IL,Data Scientist,Illinois,Midwest
51,CNA Insurance,"Experience developing packages in R or Python.Proficiency with SQL and programming experience in R or Python.What we are looking for.Job Posting Nov 8, 2019.",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
52,HNI Corporation,"Develop and implement databases, data collection systems, data analytics, and other strategies that will provide efficient data and reporting solutions.",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
53,Nielsen,"Data Scientist, with a Concentration in Optimization - Global Research & Analytic Development - 48587.Our team in Chicago has an opportunity available for a…","Data Scientist, with a Concentration in Optimization - Global Research & Analytic Development",Chicago, IL,Data Scientist,Illinois,Midwest
54,Precima,About the Opportunity The Sr. Data Scientist will provide process execution leadership to support client projects.Alliance Data participates in E-Verify.,Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
55,Allstate,"(e.g. in R, Python, Matlab).As a Sr. Data Scientist in this area you will be responsible for researching, developing, and improving algorithms that help…",Sr. Data Scientist: Computer Vision & Deep Learning,Chicago, IL,Data Scientist,Illinois,Midwest
56,Allstate,"We place a premium on expert statistical and econometric programming skills/experience with real-world data (e.g. SAS, Matlab, Python, SPSS, R, C++).",Risk Analytics Data Scientist Senior Consultant,Northbrook, IL,Data Scientist,Illinois,Midwest
57,Accenture,"At least 5 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL and data…",AWS Data Engineer,Chicago, IL,Data Scientist,Illinois,Midwest
58,McCain Foods USA Inc.,"Experience as a business analyst, computer programmer, visualization developer, or data scientist.Proficiency in data engineering to work closely with the data…",Supply Chain Analyst,Oakbrook Terrace, IL,Data Scientist,Illinois,Midwest
59,CGN Global,"Strong experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets.Travel could be up to 100%.",Data Scientist,Peoria, IL,Data Scientist,Illinois,Midwest
60,360i,"The ideal candidate for this role has experience manipulating data sets, combining multiple data sources to produce valuable business insights, and building…",Associate Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
61,TMP WORLDWIDE,"Working with Product to define data collection and modeling frameworks.Well versed in statistical programming languages such as R, Python.",Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
62,Dentsu Aegis Network,"The ideal candidate for this role has experience manipulating data sets, combining multiple data sources to produce valuable business insights, and building…",Associate Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
63,Bayer,"Responsibilities may include building and validating predictive models incorporating key breeding data, soil, weather and environmental data.",Data Scientist Intern,Champaign, IL,Data Scientist,Illinois,Midwest
64,Concurrency,"Knowledge of data science tool-space, data analysis, data preparation, data verification, and software development concepts.",Associate Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
65,Allstate,"Strong analytical skills to answer questions with data.Optional: Experience with geospatial analysis, telematics data, project management.",Arity-Data Scientist - Telematics,Chicago, IL,Data Scientist,Illinois,Midwest
66,STATS PERFORM,"Substantial experience with unstructured data sources, especially in areas such as spatiotemporal data, video/image, speech or text data.",Data Scientist/AI Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
67,Allstate,Manages data and data requests to improve the accuracy of our data and decisions made from data analysis.The Data Scientist family is accountable for using…,Arity- Sr Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
68,Harnham US,"As the Data Scientist, you will be required to:The successful Data Scientist will likely have the following skills and experience:",Senior Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
69,Saudi Aramco,"Advanced degree in data analytics, data science, applied statistics, operations research, process optimization or a related quantitative discipline is an asset.",Data Scientist- Relocation to Saudi Arabia,United States,,Data Scientist,Illinois,Midwest
70,Matrix Resources,"Outstanding opportuntiy for a Sr Data Scientist with Python, Hadoop, AWS and Tableau.Outstanding track record of building, leading and maintaining large-scale…",Sr Data Scientist,Downers Grove, IL,Data Scientist,Illinois,Midwest
71,H2O.ai,"Know Python, R, Java, Scala, Spark.A great candidate for Customer Data Scientist/Sales Engineer should:Have experience with Big Data including Hadoop, Spark,…",Customer Data Scientist/Sales Engineer,Chicago, IL,Data Scientist,Illinois,Midwest
72,"Groupon, Inc.",Design both the business logic and the technical specifications to extract key data elements from a data warehouse.You’ll spend time on the following:,Data Scientist - Groupon Goods,Chicago, IL,Data Scientist,Illinois,Midwest
73,BMO Harris Bank,Analyze and summarize data to identify outliers and assess data quality.Familiarity with systems management and data architecture principles.,Data Scientist,Chicago, IL,Data Scientist,Illinois,Midwest
