Unnamed: 0,company_name,job_summary,job_title,City,State,title,state1,region
63,Valen Analytics,"As a Data Scientist, you will be an integral part of Valen’s product development and delivery teams, working closely and collaboratively with Valen insurance…",Data Scientist,Denver, CO,Data Scientist,Colorado,West
64,Accenture,"Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…",Google Data Engineer,Denver, CO,Data Scientist,Colorado,West
65,Gates Corporation,Our Denver office is seeking to hire a passionate Data Scientist within the newly created Analytics and Data Science team.,Data Scientist,Denver, CO,Data Scientist,Colorado,West
66,"Amazon Web Services, Inc.","Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.Experience in writing and tuning SQL.",Data Scientist - Nationwide Opportunities,Denver, CO,Data Scientist,Colorado,West
67,Booz Allen Hamilton,3+ years of experience as a data analyst or data scientist.Ability to manipulate and exploit data from structured and unstructured data sources.,"Data Analyst, Mid",Buckley AFB, CO,Data Scientist,Colorado,West
68,Deloitte,"Design and implements data tools for analytics and data scientist team members to help them in building, optimizing and tuning our product.",Data Engineer,Denver, CO,Data Scientist,Colorado,West
69,Deloitte,"As a Senior Data Scientist, you will be tasked with solving data problems end to end.Experience with end-to-end Data Science solutions such as H2O Driverless…",Senior Data Scientist,Denver, CO,Data Scientist,Colorado,West
70,Seagate Technology,Job title: Business Data Scientist – Sr. Staff.Technically lead other business data scientists and data analysts.About the role – you will:,Business Data Scientist – Sr. Staff,Longmont, CO,Data Scientist,Colorado,West
71,Decentrix,"As a data scientist, you create value by discovering actionable business insights and opportunities through scientific research and data-driven inquiry.",DATA SCIENTIST,Denver, CO,Data Scientist,Colorado,West
72,Viola AI,"Python, R, and bash scripting is sufficient but we like to see skills in leveraging adjacent warehouses to build data driven applications.",Data Scientist,Boulder, CO,Data Scientist,Colorado,West
73,LinQuest Corporation,Implement data solutions that integrate data access layers across systems.LinQuest is seeking a Data Scientist to join our team at our office in Colorado…,Data Scientist,Colorado Springs, CO,Data Scientist,Colorado,West
74,Aegon,"Work with product managers and data engineers to discover, collect, cleanse, and refine the data needed for analysis and modeling.What is a Future Fit mindset?",Data Scientist,Denver, CO,Data Scientist,Colorado,West
75,ICR,"Proficient in Python, R, Matlab, Lua, or other data science-centric programming language.Big Data technologies such as Hadoop MapReduce, HDFS, Apache Spark,…",Data Scientist,Denver, CO,Data Scientist,Colorado,West
76,ShaleApps,"Experience with Python, R, or other programming languages.You will get to work directly with our data science driven CEO, and a very strong team of data…",Data Scientist – Logistics Optimization Algorithms,Denver, CO,Data Scientist,Colorado,West
